9780006483908|2003	Jimmy the Hand :: jimmy hand boy thief krondor lived shadows city though gifted beyond his peers jimmy merely pickpocket potentialuntil he aids prince arutha rescue princess anita from duke guy du bastyra runs afoul black guys secret police facing choice between disappearing his own weighted barrel bottom krondors harbor jimmy chooses former forced flee only home hes ever known jimmy finds himself among unsuspecting rural villagers lands end where he hopes prosper his talents con thievery lands end home many who tread crooked pathand dark dangerous presence even local smugglers dont recognize suddenly jimmys youthful bravado courage leading him maw chaos quite possibly his doom
9780006486145|2001	Well of Darkness :: gareth just frightened young lad when he drafted whippingboy unruly prince dagnarus yet grow men unshakable bond formed destiny them become two most powerful feared men kingdom when dagnarus decides become knight himself he begins chain evil events threaten destroy entire kingdom only uniting sovereign stone can peace restored up dagnarus brother helmos try achieve impossible task using his fathers soldiers against his brothers army all while gareth gaining mastery over sinister void magic he devoted helping his childhood companion gripping story magical power corruption takes unique viewpoint focusing evil characters we follow them from boys men filled action suspense wonderfully imaginative characters water from well darkness set elevate careers bestselling authors weis hickman spectacular new heights
9780006490456|1995	Witness for the Prosecution & Selected Plays :: newlyjacketed edition designed celebrate th anniversary christie s faultlessly plotted witness prosecution other outstanding plays perfect complement latest edition mousetrap selected plays th aniversary edition headlining book witness prosecution christie s highly successful stage play which won new york drama critics circle award best foreign play stunning courtroom drama tells story scheming wife testifying against her husband shocking murder trial wild beauty seaside house perched high devonshire river tern provides stunning backdrop towards zero psychopathic murderer homes unsuspecting victims passion murder love deadly ingredients verdict making one christie s more unusual thrillers prompting her label best play i have written exception witness prosecution go back murder tells story young feisty carla who orphaned tender age five discovers her mother imprisioned murdering her father determines prove her innocence
9780006496434|1998	The Little House :: easy elizabeth she married man she loved harder ruth she married elizabeths son found somehow she could never quite measure up thriller examines what women want what fear ruth confronts shifting borders her own sanity
9780006496878|1996	Mystical Paths :: finds nicholas darrow wrestling personal problems how can he marry rosalind when he unable avoid promiscuity how can he become priest when he finds so difficult live one can he break his dangerous dependence his father
9780006496892|1996	Glittering Images :: charles ashworth canon archbishop canterbury sent untangle web selfdelusion corruption episcopal palace charismatic bishop starbridge
9780006496922|1996	Glamorous Powers :: reissue authors most famous wellloved work starbridge series six selfcontained yet interconnected novels explore history church england through th century
9780006498865|2000	The Mad Ship :: fantasy master robin hobb delivers stunning second volume her liveship traders trilogy returning timeless city bingtown where pirates now plague coasts dreaded slave trade flourishes althea vestrit doesnt have time afraid her familys newly awakened liveship vivacia has been seized ruthless pirate kennit so althea hatches bold plan carry out she must recruit liveship has already slain two crews said insane
9780006499169|1996	Post Captain :: tale begins jack aubrey arriving home from his exploits mediterranean find england peace following treaty amiens he his friend stephen maturin surgeon secret agent begin live lives country gentlemen hunting entertaining enjoying more amorous adventures comfortable existence however cut short when jack overnight reduced pauper enough debts keep him prison life he flees continent seek refuge instead he finds himself hunted fugitive napoleon has ordered internment all englishmen france aubreys adventures escaping from france debtors prison grip reader fast his unequalled actions sea
9780006499268|1997	The Reverse of the Medal :: book jack aubrey returns from his duties protecting whalers off south american coast persuaded casual acquaintance make investments city strength supposedly certain information from he led halfworlds london criminal underground government espionage province his friend stephen maturin
9780006499626|1997	Miss Marple :: miss marple featured short stories published number different collections britain america presented here order publication miss marple uses her unique insight deduce truth about series unsolved crimes
9780006511489|2003	The Years of Rice and Salt :: hailed new york times book review eyeopening alternative history last years begins black death kills nearly everyone europe china india nations islam now control world
9780006512677|1998	Spares :: spares human clones ultimate health insurance eye eye some people doing all taking story jack randall burntout dropped out way overdrawn luck bank caretaker spares farm he still has choice might make difference
9780006513087|2004	Gravity :: emma watson research physician has been training mission lifetime study living organisms microgravity space true lethal nature experiment has been revealed nasa once aboard space station things start go wrong culture singlecelled archaeons gathered from deep sea begin rapidly multiply infect crew deadly agonising results her estranged husband ground crew nasa work against clock launch rescue emma stuggles contain lethal microbe contagion threatening earths population those who would leave astronauts stranded orbit quarantined aboard station
9780006514640|2002	The Wise Woman :: alone vulnerable alys joins nunnery attempt escape poverty finds herself thrown back outside world when henry viiis wreckers destroy her sanctuary nothing her looks her magic her own instinctive cunning alys has tread perilous path between faith her childhood her own female power when she falls love hugo feudal lord another womans husband she dips witchcraft defeat her rival win her lover only find magic makes poor servant dominant master since heresy against new church means stake witchcraft rope alyss danger mortal womans powers longer safe use
9780006514855|2000	Girls' Night in :: girls night features stories about growing up growing out moving out moving falling apart getting all together so turn off your cell phone curl up couch one girls night you wont want miss
9780006545866|1993	The White Album :: collection essays recounts what took place long morning after s when everyone coming down from particular bad trip didion observes dramas explode america goes collective detox mother abandoning her fiveyearold daughter central reservation interstate huey newton black panthers preaching from cells students unconscious parody simulating disaffection s
9780006550433|2001	The Bonesetter's Daughter :: tells story three generations chinese women beginning turn century
9780006551393|2000	The Lexus and the Olive Tree :: half new postcold war world intent building better lexus streamlining societies economies global marketplace while other half locked elemental struggles over who owns which olive tree which strip land
9780006551812|2000	'Tis :: from pulizer prizewinning author new york times bestseller angelas ashes frank mccourts glorious childhood memoir angelas ashes has been loved celebrated readers everywhere won national book critics circle award los angeles times book award pulitzer prize rarely has book so swiftly found its place literary landscape now we have tis story franks american journey from impoverished immigrant brilliant teacher raconteur frank lands new york age nineteen gets job biltmore hotel where he immediately encounters vivid hierarchies classless country drafted army sent germany train dogs type reports franks incomparable voice renders experiences spellbinding when frank returns america he works docks always resisting what everyone tells him he knows he should getting education though he left school fourteen he talks his way new york university he falls love quintessential yankee tries live his dream until he starts teach frank finds his place world
9780006646006|2002	Ocean Star Express :: joe his parents enjoying summer holiday sea ocean star hotel sky bright blue sun shines joe loves all seaside has offer when fog rolls rain falls joe begins wish he back home again things change however when owner hotel invites joe share magical world only few steps away loft black night above joes head thousand tiny stars begin sparkle distance he hears chugchugchug model train whole world soon open up before joes eyes world snowcapped mountains great deserts rocking fishing boats
9780006754893|2000	A Small Pinch of Weather :: magical fantastic collection early stories one most original childrens authors th century year olds
9780006906018|2000	The Princess of the Chalet School :: No description available
9780007103676|2001	Koko :: koko peter straubs foray psychological horror vietnam war
9780007105045|2001	Tree and Leaf :: two works fairystories leaf niggle were first brought together form book tree leaf new edition third element added poem mythopoeia making mythspreface
9780007111503|2001	Partners in Crime :: famous volume tommy tuppence linked short stories reissued new look coincide brand new series tommy tuppence bbc movies tommy tuppence beresford were restless adventure so when were asked take over blunt s international detective agency leapt chance after triumphant recovery pink pearl intriguing cases kept coming way stabbing sunningdale golf course cryptic messages personal columns newspapers even box poisoned chocolates
9780007113804|2001	Murder in Mesopotamia :: archaeologists wife murdered shores river tigris iraq clear amy leatheran something sinister going hassanieh dig iraq something associated presence lovely louise wife celebrated archaeologist dr leidner few days time hercule poirot due drop excavation site louise suffering from terrifying hallucinations tension within group becoming almost unbearable poirot might just too late
9780007116263|unknown	"The Lord of the Rings :: visual guide third lord rings movie trilogy largeformat fullcolour guide characters places landscapes artefacts battles costumes seen film features images informative text specially commissioned extras
9780007117536|2002	All Families are Psychotic :: eve next space shuttle mission divided family comes together warm witty wise all families psychotic coupland very top his form irresistibly hilarious unique wonderful independent sunday cheap motel hour from cape canaveral janet drummond takes her medication does rapid tally whereabouts her children wade has spent night jail suicidal bryan due arrive any moment his vowelfree girlfriend shw sarah bolt lightning frozen midflash here orlando star fridays shuttle mission janets exhusband his trophy wife also town janet spends moment contemplating her family where all went wrong did
9780007119332|2001	Death in the Clouds :: woman killed poisoned dart enclosed confines commercial passenger plane from seat hercule poirot ideally placed observe his fellow air passengers over his right sat pretty young woman clearly infatuated man opposite ahead seat sat countess poorlyconcealed cocaine habit across gangway seat detective writer being troubled aggressive wasp what poirot did yet realize behind him seat sat slumped lifeless body woman
9780007119356|2001	Appointment with Death :: repugnant amercian widow killed during trip petra among towering red cliffs petra like some monstrous swollen buddha sat corpse mrs boynton tiny puncture mark her wrist only sign fatal injection had killed her only hours available solve mystery hercule poirot recalled chance remark hed overheard back jerusalem you see dont you shes got killed mrs boynton indeed most detestable woman hed ever met
9780007120680|2001	Hallowe'en Party :: one believes little girl when she insists she has witnessed murder until she herself turns up drowned hercule poirot sets out catch killer
9780007120697|2001	Hercule Poirot's Christmas :: night before christmas cruel tyrannical filthyrich simeon lee found his locked bedroom his throat cut now hercule poirot must put his deductive powers test solve one his most chilling casesand prevent clever killer from spilling more blood
9780007120819|2002	The Big Four :: ruthless international cartel seeks world domination framed doorway poirots bedroom stood uninvited guest coated from head foot dust mans gaunt face stared moment he swayed fell who he he suffering from shock just exhaustion above all what significance figure scribbled over over again sheet paper poirot finds himself plunged world international intrigue risking his life uncover truth about number four
9780007120864|2002	The Thirteen Problems :: tuesday night club venue where locals challenge miss marple solve recent crimes one tuesday evening group gathers miss marples house conversation turns unsolved crimes case disappearing bloodstains thief who committed his crime twice over message deathbed poisoned man which read heap fish strange case invisible spiritualist who warned blue geranium meant death now pit your wits against powers deduction tuesday night club
9780007120871|2002	They Do it with Mirrors :: man shot juvenile reform home someone else dies miss marple senses danger when she visits friend living victorian mansion which doubles rehabilitiation centre delinquents her fears confirmed when youth fires revolver administrator lewis serrocold neither injured mysterious visitor mr gilbrandsen less fortunate shot dead simultaneously another part building pure coincidence miss marple thinks vows discover real reason mr gilbrandsens visit
9780007120963|2002	A Murder is Announced :: villagers chipping cleghorn amazed advertisement local paper which reads murder announced take place friday october th little paddocks pm unable resist crowd begins gather house appointed time when man killed what looks like attempted robbery miss marple becomes involved
9780007120987|2002	The Mirror Crack'd from Side to Side :: one minute silly heather badcock had been gabbling her movie idol glamorous marina gregg next heather suffered massive seizure whom deadly poison really intended marina s frozen expression suggested she had witnessed something horrific while others searched material evidence jane marple conducted very different investigation human nature
9780007121007|2002	Mrs McGinty's Dead :: old widow brutally killed parlour her cottage mrs mcginty died from brutal blow back her head suspicion fell immediately her shifty lodger james bentley whose clothes revealed traces victims blood hair yet something amiss bentley just didnt look like murderer poirot believed he could save man from gallows what he didnt realise his own life now great danger
9780007121014|2002	Taken at the Flood :: few weeks after marrying attractive young widow gordon cloade tragically killed bomb blast london blitz overnight former mrs underhay finds herself sole possession cloade family fortune shortly afterwards hercule poirot receives visit from dead man s sisterinlaw who claims she has been warned spirits mrs underhay s first husband still alive poirot has his suspicions when he asked find missing person guided only spirit world yet what mystifies poirot most woman s true motive approaching him
9780007121021|2002	The Hollow :: lucy angkatell invited hercule poirot lunch tease great detective her guests stage mock murder beside swimming pool unfortunately victim plays scene real his blood drips water john christow gasps one final word henrietta confusion gun sinks bottom pool poirot s enquiries reveal complex web romantic attachments seems everyone drama suspect each victim love
9780007121106|2002	Third Girl :: perplexed girl thinks she might have killed someone three single girls shared same london flat first worked secretary second artist third who came poirot help disappeared convinced she murderer now were rumours revolvers flickknives blood stains without hard evidence would take all poirots tenacity establish whether third girl guilty innocent insane
9780007122585|2001	The Secret of Chimneys :: young drifter finds more than he bargained when he agrees deliver parcel english country house
9780007124015|2001	The Lord of the Rings :: sauron has gathered rings power means which he able rule world all he needs now ruling ring which has fallen hands hobbit bilbo baggins frodo baggins entrusted foil saurons plans
9780007126903|2002	The Metaphysical Club :: absorbing narrative about personalities social history menand discusses metaphysical club informal group met cambridge massachusetts talk about ideas members included oliver wendell holmes jr william james charles sanders peirce photos
9780007127740|2002	The illustrated man :: No description available
9780007129652|2002	Wilkins' Tooth :: own back limitedrevenge arranged price according task all difficult tasks undertaken treasure hunted etc seemed like marvellous scheme time frank jess had set up business because needed money pocketmoney had been stopped just when frank owed buster knell ten pence father had put quick stop errands run so why try something bad instead offering do dreadful things other people didnt dare do so pinned up notice pottingshed waited customers course nothings ever straightforward
9780007130313|2002	Cut :: fifteenyear old callie so withdrawn shes speaking anyone including her therapist sea pines known its guests sick minds residential treatment facility where her parents doctor send her after discovering she cuts herself her story unfolds primarily through dramatic monologues gradually revealing family turmoil led her selfdestructive behaviour
9780007135653|2004	The Lord of the Rings :: complete access artwork created over fiveyear period guide illustrates creative development return king contains over images from earliest pencil sketches conceptual drawings magnificent paintings sculptures digital imagery shaped look film contributing artists include john howe alan lee artists who have inspired peter jacksons vision middleearth worked him bring trilogy big screen peter jackson himself provides afterword which he discusses importance conceptual art film covers most aspects eagerly awaited finale enormously successful trilogy from locations costumes weaponry creatures artists who created all diverse elements explain how contributed development film
9780007136582|2002	The Lord of the Rings :: since first published lord rings has been book people have treasured steeped unrivalled magic otherworldliness its sweeping fantasy has touched hearts young old alike well over million copies its many editions have been sold around world occasional collectors editions become prized valuable items publishing epic trilogy now being released film images characters landscapes have become eagerly sought after much look movies based alan lees paintings giving centenary edition tolkiens great work new relevance evergrowing number fans
9780007136599|2002	The Fellowship of the Ring :: tolkiens classic fantasy about quest save middleearthand basis peter jacksons academy awardwinning film trilogyis now available young readers editions each book trilogy available individually together threevolume paperback boxed set
9780007137336|2004	Lirael :: when dangerous necromancer threatens unleash longburied evil lirael prince sameth drawn battle save old kingdom reveal true destinies suggested level secondary
9780007149124|2002	Tales from the Perilous Realm :: never before published single volume tolkiens four novellas farmer giles ham leaf niggle smith wootton major roverandom one book poems adventures tom bombadil gathered together fully illustrated set
9780007149612|2004	Breaking Open the Head :: new doors perception st century visionary journey from cynicism shamanism brilliant young us writer
9780007149827|2007	The Yiddish Policemen's Union :: sixty years jewish refugees descendants have prospered federal district sitka temporary safe haven created wake revelations holocaust shocking collapse fledgling state israel proud grateful longing american jews sitka district have created own little world alaskan panhandle vibrant gritty soulful complex frontier city moves music yiddish sixty years have been left alone neglected halfforgotten backwater history now district set revert alaskan control dream coming end once again tides history threaten sweep them up carry them off unknown homicide detective meyer landsman district police has enough problems without worrying about upcoming reversion his life shambles his marriage wreck his career disaster he his halftlingit partner berko shemets cant catch break any outstanding cases landsmans new supervisor love his lifeand also his worst nightmare cheap hotel where he has washed up someone has just committed murderright under landsmans nose out habit obligation mysterious sense somehow offers him shot redeeming himself landsman begins investigate killing his neighbor former chess prodigy when word comes down from high case dropped immediately landsman soon finds himself contending all powerful forces faith obsession hopefulness evil salvation his heritageand unfinished business his marriage bina gelbfish one person who understands his darkest fears once gripping whodunit love story homage s noir exploration mysteries exile redemption yiddish policemens union novel only michael chabon could have written
9780007150304|unknown	"Beware :: matter life death throne england
9780007151240|2005	The Family Way :: should most natural thing world tony parsons latest bestseller three couples discover mother nature can one hell bitch
9780007151677|2002	Endless Night :: gipsy s acre truly beautiful upland site views out sea michael rogers stirred childlike fantasy among dark fir trees he planned build house find wonderful girl live happily ever after yet he left village shadow menace hung over land place where accidents happened perhaps michael should have heeded locals warnings s luck them meddles gipsy s acre
9780007153589|2004	How to be Alone :: harpers essay reprinted volume alongside personal essays painstaking often funny reportage although his subjects range widely each piece wrestles erosion civic life private dignity hidden persistence loneliness postmodern america
9780007154845|2003	The Mysterious Mr. Quin :: mysterious stranger appears new years eve party becoming enigmatic sleuthing sidekick snobbish mr satterthwaite so far had been typical new years eve house party mr satterthwaite keen observer human nature sensed real drama evening yet unfold so proved when mysterious stranger arrived after midnight who mr quin why did his presence have pronounced effect eleanor portal woman dyedblack hair
9780007154883|2003	The Listerdale Mystery :: selection mysteries some lighthearted some romantic some very deadly twelve tantalizing cases curious disappearance lord listerdale newlyweds fear her exfiance strange encounter train domestic murder investigation wild mans sudden personality change retired inspectors hunt murderess young womans impersonation duchess necklace hidden basket cherries mystery writers arrest murder astonishing marriage proposal sopranos hatred baritone case rajahs emerald all have one thing common skilful hand agatha christie
9780007158058|2004	The Real Trial of Oscar Wilde :: oscar wilde had one literary historys most explosive love affairs lord alfred bosie douglas bosies father marquess queensberry delivered note albemarle club addressed oscar wilde posing sodomite bosies encouragement wilde sued marquess libel he only lost he tried twice gross indecency sent prison two years hard labor publication uncensored trial transcripts readers can first time more than century hear wilde his most articulate brilliant real trial oscar wilde documents alarmingly swift fall from grace also supremely moving testament right live work love ones heart dictates
9780007158515|2003	I Can Read with Me Eyes Shut! :: nonsense rhyming story yrs
9780007158522|unknown	"Oh :: from bangups hangups lurches slumps dr seuss takes hilarious look mishaps misadventures life may have store us
9780007162994|2003	If I Die in a Combat Zone :: perhaps best book emerge from vietnam war reissued alongside five other jewels flamingo backlist from s first published intensely personal novel about one foot soldiers tour duty vietnam established tim obriens reputation outstanding chronicler vietnam experience generation americans from basic training front line back again he takes reader unforgettable journey walking minefields my lai fighting heat snipers alien land crawling ghostly tunnels he explores ambiguities manhood morality war one believes
9780007171996|2003	The Return of the King :: greatest fantasy epic our time while evil might dark lord sauron swarmed out conquer all middleearth frodo sam struggled deep mordor seat saurons power defeat dark lord accursed ring power had destroyed fires mount doom way impossibly hard frodo weakening weighed down compulsion ring he began finally despair awesome conclusion jrr tolkiens lord rings beloved millions readers around world
9780007173020|2004	The Silmarillion :: designed take fans hobbit lord rings deeper myths legends middleearth silmarillion account elder days first age tolkien s world ancient drama which characters lord rings look back whose events some them elrond galadriel took part tales silmarillion set age when morgoth first dark lord dwelt middleearth high elves made war upon him recovery silmarils jewels containing pure light valinor included book several shorter works ainulindale myth creation valaquenta nature powers each gods described akallabeth recounts downfall great island kingdom numenor end second age rings power tells great events end third age narrated lord rings pivotal work features revised corrected text includes way introduction fascinating letter written tolkien which he gives full explanation how he conceived early ages middleearth
9780007173136|2004	I Wish that I Had Duck Feet :: boy imagines what would like he had things duck feet whale spout elephants trunk
9780007175222|2004	Oh Say Can You Say? :: tie your tongue terrible knots you try read aloud nonsense rhyming story
9780007178636|2004	There's a Boy in the Girls' Bathroom :: study guide novel theres boy girls bathroom
9780007179817|2004	Microserfs :: computer giant microsoft dan susan abe todd bug struggling get life job may super cool pay may astronomical theyre heading nowhere however hard work however many shares earn theyre never going rich bill besides all hours theyre putting best relationships email somethings got give
9780007179824|2004	Miss Wyoming :: brilliant new novel from bestselling cult author them all susan john need disappear susan john need find each other meet susan colgate miss wyoming winner hundred teen pageants child tv soap star owner hideously pushy mother now reduced small brainless parts small brainless movies oh sole survivor flight she were walk away from wreckage now before emergency crews get here she could disappear nobody would ever know meet john johnson action film producer bel air p i um bel air p i occasional sadomasochist junkie he just died only minutes while he gone he saw vision womans face realized time escape ditch baggage being horny rich lonely john johnson lose himself disappear wouldnt nice were find themselves get togetherin many ways reprise girlfriend coma miss wyoming represents further leap forwards world according coupland witty genuinely funny look who we how we can change how we can make difference
9780007189953|2004	Where Rainbows End :: new warm absorbing story from author ps i love you bittersweet tale childhood friends rosie alex whose relationship must survive many trials tribulations least discovery true feelings one anotherfrom naughty children rebellious teenagers mixedup twenty thirtysomethings rosie alex have stuck each other through thick thin even when alex moved across atlantic boston rosie fell pregnant teenager alex supportsrosie through one most difficult times her life time when she should out partying going university instead changing nappies coping screaming baby return rosie alex when he strugglesthrough his medical internship copes messy divorce throughout ups downs each others lives have remained constant shoulder cry someone laugh share innermost feelings withbut can friendship survive years miles more critically when each marry someone else were meant more than just good friends all along misunderstandings circumstances sheer bad luck
9780007190683|2005	Poirot :: final poirot omnibus featuring last four appearances detectives sidekick sleuthing crime novelist ariadne oliver third girl halloween party elephants can remember pale horse poirot mrs oliver continue sleuthing s four uncharacteristically modern novels added twist dangerthird girl poirot finally admits he growing old perplexed girl thinks she may have killed someone here christie dragged poirot swinging s effectively squared him up against world featuring sex drugs hippies halloween party teenage murder witness drowned tub apples only second time christie wrote about death child all more engrossing elephants can remember old husband wife double murder has never been solved until now very last poirot story agatha christie wrote garnered good reviews pale horse priests death leads sinister goingson old country inn bonus novel featured mrs oliver once without poirot one christies darkest stories blending witchcraft murder
9780007191925|2004	The Art of The Lord of the Rings :: definitive guide design movie incorporating best artwork from trilogy plus many neverbeforepublished paintings sketches digital shots photoswith complete access artwork created over fiveyear period authoritative insightful book illustrates creative development entire lord rings movie trilogythis official book contains over exclusive images very best artworks from first three art books collected together many much larger than have been seen before allnew text information new interviews many artists addition book includes unpublished artworks from extended directors cuts three films digital imagery designs available when first books were publishedprinted highquality art paper lavish book ideal tolkien collectors film enthusiasts art students finally allows massive undertaking making lord rings trilogy fully appreciated
9780007195305|2004	The Known World :: epic narrative takes look slavery all its moral complexities
9780007195718|2004	Discover Your Destiny with the Monk Who Sold His Ferrari :: potent pathway selfawakening help you live your greatest life claim happiness prosperity inner peace you deserve from author international bestseller monk who sold his ferrari
9780007204441|2005	Naked Lunch :: anarchic phenomenally strongselling classic from godfather beats revitalised cool new jacket welcome interzonesay hello bradley buyer best narcotics agent business attend international playboy ajs annual party where punch treated extreme caution meet dr fingers schafer lobotomy kid his giant centipede complete american deanxietized man enter dark infernal mind bill lee he pursues his daily quest ultimate merchandiseprovocative influential morbidly fascinating naked lunch apocalyptic ride through darker recesses human psyche
9780007204465|2005	Tropic of Cancer :: millers groundbreaking first novel banned britain almost thirty years now reinvigorated new harper perennial modern classics edition penniless yet unpublished writer henry miller arrived paris leaving behind disintegrating marriage unhappy career america he threw himself lowlife bohemian paris unwavering gusto fictional account millers adventures amongst prostitutes pimps penniless painters writers montparnasse tropic cancer extravagant rhapsodic hymn world unrivalled eroticism freedom tropic cancers publication france hailed samuel beckett momentous event history modern writing novel subsequently banned uk usa released publication further thirty years
9780007205585|2006	Close Range :: title story collection shorts now film from ang lee
9780020199854|1994	The Love of the Last Tycoon :: depicts innerworkings hollywood movie industry its impact fabric american life
9780020264736|1992	The Song of Rhiannon :: retelling mabinogion novel form manawydon finally unites rhiannon aspect goddess his happiness shaken appearance gray man who seeks vengeance against living especially against one who would claim goddess
9780020360759|1995	Heart Songs and Other Stories :: before she wrote her pulitzer prizewinning bestseller shipping news e annie proulx already producing some finest short fiction country here her collected stories including two new works never before anthologized stories reverberate rural tradition rites nature rituals smalltown life country bluecollar new england characters native families dispossessed working class whose heritage challenged neorural bourgeoisie from city themes elemental landscape revenge malice greed passion told skill profundity crafted master storyteller lean tough tales extraordinary place its people
9780020442608|1970	The voyage of the Dawn Treader :: dawn treader first ship narnia has seen centuries king caspian has built his voyage find seven lords good men whom his evil uncle mizaz banished when he usurped throne journey takes edmund lucy cousin eustace eastern islands beyond silver sea toward aslans country end world illustrations
9780020442806|unknown	"The Chronicles of Narnia: Lion :: No description available
9780020518600|1986	The Short Stories of Ernest Hemingway :: fortynine stories reflect much intensity hemingways own life environment
9780020867401|unknown	"The Screwtape Letters ; With :: one cs lewiss most imaginative creations worldfamous book humorous correspondence between devil screwtape his apprentice wormwood whose job produce humans soul eternity hell filled astute insights temptation repentance grace wonderful tale intelligently explores what means live good honest life favorite lewis fans
9780023513206|1953	Reason in History :: No description available
9780024181909|1979	The Elements of Style :: only style manual ever appear bestseller lists offers practical fundamental advice improving writing skills promoting style marked simplicity orderliness sincerity
9780024266408|1966	The Presocratics :: library liberal arts title
9780026995016|1976	Spandau :: No description available
9780027054903|1971	The Rumble Seat Pony :: while riding rumble seat old yellow car three children spot adopt neglected pony
9780027897500|1960	The Journey with Grandmother :: swedish boy long ago accompanies his relatives fromn scandinavian farm russia attempt earn money making unusual objects from human hair book buyers guide
9780029131695|1995	Tyranny of the Majority :: lastthe public hearing she deniedthese essays reveal keen powers analysis applied some most obdurate problems bedevil electoral politics anyone who cares about mechanisms democracy should engaged her toughminded explorations doesnt matter where you think you stand its all here argue agree henry louis gates jr lani guiniers fascinating book prophetic intervention public conversation we desperately need rejuvenate doubt her powerful voice produce good consequences our nation world cornel west author race matters intriguing desperately needed san francisco chronicle
9780029221303|1986	The Origins of the Civil Rights Movement :: blending scholarly research interviews many figures who launched civil rights movement s s records events movements tumultuous first decade
9780029227961|1991	Presidential Power and the Modern Presidents :: suggests theory presidential power tests against events administrations postwar presidents
9780030420566|unknown	"Rest :: jacquelyn reinachrichard hefterrabbits schedule keeps him so busy his friends have trick him resting
9780030547744|2000	Where the Red Fern Grows :: young boy living ozarks achieves his hearts desire when he becomes owner two redbone hounds teaches them champion hunters
9780060000141|2006	Poppy's Return :: theres trouble gray house girlhood home poppy left long ago poppys family has called her back save them allmother father sisters brothers dozens dozens deer mouse cousins poppy invites her rebellious son junior join her long trip across dimwood forest hoping journey bring them closer together juniors skunk pal mephitis ereth cantankerous porcupine towsugared slug souppoppy junior may unexpected adventure
